                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.8741,                 1.0299,                  1.176,                0.82771,                0.79691,                 0.8135,                0.33521,                 2.1064,                0.94924,                  1.284,              0.0070696,              0.0070696,              0.0070696
                    150,                 1.8592,                 1.0138,                 1.1615,                0.80964,                0.77931,                0.82381,                 0.3317,                  2.118,                0.94953,                 1.2827,              0.0070498,              0.0070498,              0.0070498
                    151,                  1.854,                 1.0114,                  1.173,                0.82859,                0.76821,                0.82191,                0.32956,                 2.1283,                0.95257,                  1.293,                0.00703,                0.00703,                0.00703
                    152,                  1.856,                  1.018,                 1.1718,                0.82717,                0.75055,                0.79985,                0.32886,                 2.1073,                0.96543,                 1.2786,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.8543,                  1.006,                 1.1687,                0.82835,                0.77925,                 0.8141,                0.33152,                 2.1011,                0.93182,                 1.2782,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.8569,                 1.0065,                 1.1604,                0.82808,                0.78146,                0.82347,                0.33141,                 2.1286,                  0.926,                 1.2942,              0.0069706,              0.0069706,              0.0069706
                    155,                  1.861,                 1.0139,                 1.1716,                0.83942,                0.76821,                0.82033,                0.32841,                 2.1146,                0.94073,                 1.2866,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.8674,                  1.012,                 1.1677,                0.84263,                0.75647,                0.80886,                0.32615,                 2.1271,                 0.9338,                  1.294,               0.006931,               0.006931,               0.006931
                    157,                 1.8594,                 1.0075,                 1.1696,                0.84602,                0.77626,                0.82329,                0.33282,                 2.1241,                0.92663,                  1.296,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.8476,                 1.0162,                 1.1671,                0.82521,                0.78808,                0.81917,                0.32991,                 2.1046,                0.92565,                 1.2876,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.8257,                0.98963,                 1.1498,                0.82736,                 0.7947,                0.80959,                0.33143,                 2.1242,                0.92316,                 1.3063,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.8298,                0.99979,                 1.1654,                0.82841,                0.77797,                0.81746,                0.33326,                 2.1459,                0.93227,                 1.3076,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.8388,                 1.0026,                 1.1556,                0.82591,                0.77483,                0.81732,                0.33521,                 2.1168,                0.93301,                 1.2867,               0.006832,               0.006832,               0.006832
                    162,                 1.8428,                 0.9939,                 1.1658,                0.83629,                0.76684,                 0.8106,                  0.329,                  2.141,                0.93094,                  1.312,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.8264,                0.97767,                 1.1536,                0.83324,                0.78313,                0.81469,                0.32919,                  2.143,                0.92334,                 1.3128,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.8338,                0.99073,                 1.1586,                 0.8433,                0.78587,                0.82595,                0.32847,                 2.1354,                0.92057,                 1.3085,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.8189,                0.97445,                 1.1568,                0.83136,                0.79444,                 0.8252,                0.33246,                 2.1156,                0.92382,                 1.2982,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.8328,                0.99671,                 1.1554,                0.82238,                0.78587,                0.81588,                0.32948,                 2.1159,                0.93837,                 1.2879,               0.006733,               0.006733,               0.006733
                    167,                 1.8258,                0.98721,                 1.1561,                0.82947,                0.79459,                0.82286,                0.33545,                 2.1263,                0.92088,                 1.3033,              0.0067132,              0.0067132,              0.0067132
                    168,                   1.82,                 0.9861,                 1.1532,                 0.8337,                0.79678,                0.81058,                0.33343,                 2.1003,                0.93221,                 1.2881,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.8246,                0.99045,                 1.1587,                 0.8193,                0.79912,                0.81262,                0.33238,                 2.1042,                0.91569,                 1.2947,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.8127,                0.97167,                 1.1502,                0.82167,                0.77301,                0.79828,                0.32801,                 2.0989,                0.91209,                 1.2942,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.8288,                 0.9851,                 1.1573,                0.82144,                0.78587,                0.80283,                0.32683,                 2.0997,                 0.9266,                 1.3066,               0.006634,               0.006634,               0.006634
                    172,                 1.8228,                0.98097,                 1.1606,                0.82082,                0.77865,                 0.8009,                0.33403,                 2.1084,                0.90703,                 1.3103,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.8307,                0.98846,                 1.1524,                0.81431,                0.78366,                0.81001,                 0.3315,                 2.1102,                0.91512,                 1.3062,              0.0065944,              0.0065944,              0.0065944
                    174,                 1.8196,                0.97409,                 1.1522,                0.80036,                0.78764,                0.80596,                0.33062,                 2.1014,                0.93007,                 1.3035,              0.0065746,              0.0065746,              0.0065746
                    175,                  1.805,                0.97788,                 1.1494,                0.80145,                0.78412,                0.80211,                0.33076,                 2.1139,                0.92975,                 1.3075,              0.0065548,              0.0065548,              0.0065548
                    176,                 1.8281,                0.98789,                 1.1591,                0.81867,                0.78734,                0.80275,                 0.3319,                 2.1128,                 0.9345,                 1.2978,               0.006535,               0.006535,               0.006535
                    177,                 1.7965,                0.97089,                  1.146,                0.83101,                0.79249,                0.80667,                0.33051,                 2.1214,                0.91943,                 1.3062,              0.0065152,              0.0065152,              0.0065152
                    178,                  1.808,                0.97834,                  1.146,                0.82663,                0.79993,                0.80158,                0.32909,                 2.1441,                0.90611,                 1.3209,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.7953,                  0.969,                 1.1437,                0.81885,                0.78829,                0.80157,                0.33245,                 2.1196,                0.90307,                 1.3039,              0.0064756,              0.0064756,              0.0064756
                    180,                 1.7994,                0.96766,                 1.1459,                0.82145,                0.78808,                0.80653,                0.33256,                 2.1062,                0.91602,                 1.2972,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.8189,                0.97924,                 1.1543,                0.82428,                0.77704,                0.80548,                0.33419,                 2.1074,                0.90893,                 1.3035,               0.006436,               0.006436,               0.006436
                    182,                 1.7807,                0.96705,                 1.1419,                0.81326,                0.77704,                  0.796,                0.32747,                 2.1023,                  0.915,                  1.307,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.7772,                0.96348,                 1.1409,                0.80999,                0.78104,                 0.7952,                0.32616,                 2.1088,                 0.9198,                 1.3112,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.7883,                0.96674,                  1.141,                0.82004,                0.79467,                0.80403,                 0.3293,                 2.1082,                0.91174,                   1.31,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.7866,                0.96355,                 1.1416,                0.82304,                0.77001,                0.79813,                0.32963,                  2.113,                0.91221,                 1.3127,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.7908,                0.96006,                 1.1445,                 0.8238,                0.78436,                0.80043,                0.32483,                 2.1279,                0.91476,                 1.3229,               0.006337,               0.006337,               0.006337
                    187,                  1.794,                0.95816,                 1.1438,                0.82522,                 0.7817,                0.79686,                0.32575,                 2.1268,                0.92106,                 1.3243,              0.0063172,              0.0063172,              0.0063172
                    188,                 1.7919,                0.95804,                 1.1412,                0.81732,                0.78587,                 0.7928,                0.33053,                 2.1254,                0.91815,                 1.3175,              0.0062974,              0.0062974,              0.0062974
                    189,                  1.794,                0.95562,                 1.1421,                 0.8119,                0.78366,                0.78795,                0.32789,                 2.1269,                0.91738,                 1.3158,              0.0062776,              0.0062776,              0.0062776
                    190,                 1.7785,                0.95097,                 1.1351,                0.81973,                0.78587,                0.79807,                0.33269,                 2.1195,                0.90978,                 1.3188,              0.0062578,              0.0062578,              0.0062578
                    191,                 1.7868,                0.94974,                 1.1363,                 0.8107,                  0.766,                0.78671,                0.32903,                 2.1092,                0.91585,                 1.3064,               0.006238,               0.006238,               0.006238
                    192,                 1.7808,                0.96044,                 1.1411,                0.82788,                  0.766,                0.79407,                0.33346,                 2.1117,                0.91351,                 1.3097,              0.0062182,              0.0062182,              0.0062182
                    193,                 1.8036,                0.96471,                 1.1481,                0.80885,                0.77532,                0.79305,                0.32919,                 2.1141,                0.92918,                 1.3064,              0.0061984,              0.0061984,              0.0061984
                    194,                 1.7701,                0.95157,                 1.1284,                 0.7962,                0.77618,                0.78279,                0.33272,                 2.1043,                0.91696,                 1.3095,              0.0061786,              0.0061786,              0.0061786
                    195,                 1.7791,                0.94577,                 1.1353,                0.81911,                0.77971,                0.80047,                0.33498,                 2.0997,                0.91978,                 1.3137,              0.0061588,              0.0061588,              0.0061588
                    196,                  1.774,                 0.9495,                 1.1371,                0.81343,                0.80574,                0.80018,                0.32835,                 2.1033,                 0.9159,                 1.3155,               0.006139,               0.006139,               0.006139
                    197,                 1.7732,                0.94849,                 1.1332,                0.83432,                0.80037,                0.81182,                0.32889,                 2.1143,                0.91635,                   1.32,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.7838,                0.95922,                 1.1327,                0.84456,                0.77925,                0.80525,                0.33031,                 2.1175,                0.91363,                 1.3202,              0.0060994,              0.0060994,              0.0060994
                    199,                 1.7643,                 0.9456,                 1.1305,                0.84066,                0.78031,                0.80599,                0.32993,                 2.1063,                0.91566,                 1.3073,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.7777,                0.95366,                  1.131,                0.83416,                0.77725,                0.79909,                0.32867,                 2.1021,                0.91323,                 1.3052,              0.0060598,              0.0060598,              0.0060598
                    201,                 1.7709,                0.94855,                 1.1303,                0.83548,                 0.7947,                0.80835,                0.33098,                 2.1059,                0.91685,                  1.302,                0.00604,                0.00604,                0.00604
                    202,                 1.7778,                0.95201,                   1.14,                0.82969,                 0.7947,                0.80758,                0.33246,                 2.1082,                0.91672,                 1.3038,              0.0060202,              0.0060202,              0.0060202
                    203,                  1.784,                0.95658,                 1.1402,                0.84177,                0.79249,                0.81973,                0.33699,                 2.1011,                0.92321,                 1.2993,              0.0060004,              0.0060004,              0.0060004
                    204,                 1.7539,                0.93179,                 1.1248,                0.82684,                0.78366,                0.81929,                0.33581,                 2.0987,                0.91476,                 1.2997,              0.0059806,              0.0059806,              0.0059806
                    205,                 1.7665,                0.94104,                 1.1371,                0.83956,                0.77704,                 0.8126,                0.33672,                 2.1042,                0.92508,                 1.2985,              0.0059608,              0.0059608,              0.0059608
                    206,                 1.7608,                0.94365,                 1.1307,                0.83465,                0.77483,                0.81085,                0.33263,                 2.1129,                0.94526,                 1.3002,               0.005941,               0.005941,               0.005941
                    207,                  1.755,                0.93828,                 1.1247,                0.83705,                0.78243,                0.81394,                0.33283,                 2.1175,                0.94874,                  1.306,              0.0059212,              0.0059212,              0.0059212
                    208,                 1.7436,                0.92839,                 1.1292,                0.85019,                0.76821,                0.81553,                0.33473,                 2.1122,                0.94583,                 1.3067,              0.0059014,              0.0059014,              0.0059014
                    209,                 1.7642,                0.94788,                  1.131,                0.83105,                0.78808,                0.80872,                0.32711,                 2.1094,                0.95275,                 1.3132,              0.0058816,              0.0058816,              0.0058816
                    210,                 1.7552,                0.92968,                 1.1273,                0.83389,                0.77925,                0.80876,                0.32825,                 2.1104,                0.93411,                 1.3165,              0.0058618,              0.0058618,              0.0058618
                    211,                 1.7403,                0.92748,                 1.1178,                0.83321,                0.78587,                0.81248,                0.33183,                 2.1133,                0.92837,                 1.3131,               0.005842,               0.005842,               0.005842
                    212,                 1.7308,                 0.9226,                 1.1159,                 0.8481,                0.77925,                0.82164,                0.33625,                 2.1115,                0.92539,                 1.3106,              0.0058222,              0.0058222,              0.0058222
                    213,                 1.7295,                0.92153,                 1.1242,                0.83902,                0.78808,                0.81525,                0.33742,                 2.1027,                0.92457,                 1.3072,              0.0058024,              0.0058024,              0.0058024
                    214,                 1.7472,                0.93623,                 1.1324,                0.83263,                0.77925,                0.81559,                0.33379,                 2.1033,                0.92445,                 1.3108,              0.0057826,              0.0057826,              0.0057826
                    215,                  1.751,                0.93072,                 1.1247,                 0.8468,                0.78146,                0.82096,                0.33454,                   2.11,                0.91087,                 1.3111,              0.0057628,              0.0057628,              0.0057628
                    216,                 1.7384,                0.93768,                 1.1288,                0.84002,                0.77661,                0.81382,                0.33441,                 2.1048,                0.91527,                 1.3081,               0.005743,               0.005743,               0.005743
                    217,                 1.7284,                0.92492,                 1.1185,                0.83409,                0.77925,                0.82271,                0.33515,                 2.1144,                0.92025,                  1.311,              0.0057232,              0.0057232,              0.0057232
                    218,                 1.7369,                0.92165,                 1.1235,                0.83386,                0.78808,                0.82002,                0.33313,                 2.1174,                0.92202,                 1.3166,              0.0057034,              0.0057034,              0.0057034
                    219,                  1.749,                0.93352,                 1.1231,                0.83719,                0.77925,                0.81635,                0.33309,                  2.111,                0.91298,                 1.3134,              0.0056836,              0.0056836,              0.0056836
                    220,                 1.7308,                 0.9251,                 1.1229,                0.84734,                0.78416,                0.81176,                0.33158,                 2.1109,                0.91041,                 1.3123,              0.0056638,              0.0056638,              0.0056638
                    221,                 1.7346,                0.92659,                 1.1195,                0.84417,                0.78928,                0.81461,                0.33683,                 2.1154,                0.93013,                 1.3109,               0.005644,               0.005644,               0.005644
                    222,                  1.737,                0.92993,                 1.1199,                0.84539,                0.78457,                0.81088,                0.33544,                 2.1246,                0.92798,                 1.3263,              0.0056242,              0.0056242,              0.0056242
                    223,                 1.7426,                0.93103,                 1.1267,                0.84319,                0.77154,                0.80314,                0.33469,                 2.1149,                  0.923,                 1.3231,              0.0056044,              0.0056044,              0.0056044
                    224,                 1.7455,                0.91898,                 1.1208,                0.84707,                0.78146,                0.81408,                0.33317,                 2.1168,                0.91757,                 1.3228,              0.0055846,              0.0055846,              0.0055846
                    225,                 1.7221,                0.92075,                  1.122,                0.85549,                0.78407,                0.81321,                0.33208,                  2.124,                0.91603,                 1.3251,              0.0055648,              0.0055648,              0.0055648
                    226,                  1.718,                0.92012,                 1.1141,                0.85598,                0.78366,                0.82302,                0.33208,                 2.1249,                 0.9188,                 1.3226,               0.005545,               0.005545,               0.005545
                    227,                 1.7296,                0.92033,                 1.1149,                0.85663,                0.79141,                0.82168,                0.33158,                 2.1201,                0.91611,                 1.3211,              0.0055252,              0.0055252,              0.0055252
                    228,                 1.7349,                0.92338,                 1.1191,                0.84634,                 0.7947,                0.82206,                0.33335,                 2.1241,                0.92207,                 1.3255,              0.0055054,              0.0055054,              0.0055054
                    229,                 1.7174,                0.91676,                 1.1183,                0.84592,                0.78775,                0.81868,                0.33236,                 2.1234,                0.91986,                 1.3185,              0.0054856,              0.0054856,              0.0054856
                    230,                  1.705,                 0.8956,                 1.1048,                0.84266,                0.79249,                0.81741,                0.33197,                  2.116,                0.91008,                 1.3108,              0.0054658,              0.0054658,              0.0054658
                    231,                 1.7193,                0.90832,                 1.1082,                0.85087,                0.78808,                0.81738,                0.33191,                  2.114,                0.90217,                 1.3105,               0.005446,               0.005446,               0.005446
                    232,                 1.6964,                 0.9004,                 1.1037,                0.85376,                0.79029,                0.82191,                0.33278,                 2.1165,                0.89777,                 1.3113,              0.0054262,              0.0054262,              0.0054262
                    233,                 1.7259,                0.92775,                 1.1191,                0.84899,                0.79431,                0.82602,                0.33099,                 2.1152,                0.89714,                 1.3095,              0.0054064,              0.0054064,              0.0054064
                    234,                 1.7112,                0.91235,                 1.1098,                0.84996,                0.80037,                 0.8264,                0.33198,                 2.1144,                0.89028,                 1.3116,              0.0053866,              0.0053866,              0.0053866
                    235,                 1.7167,                0.91253,                 1.1129,                 0.8397,                 0.7947,                0.81836,                0.33224,                 2.1142,                0.88733,                 1.3118,              0.0053668,              0.0053668,              0.0053668
                    236,                  1.704,                0.90919,                 1.1079,                0.84156,                0.79732,                0.81779,                0.33078,                 2.1125,                  0.898,                 1.3106,               0.005347,               0.005347,               0.005347
                    237,                 1.6991,                0.90661,                  1.107,                0.83686,                 0.7947,                0.82055,                0.33004,                 2.1143,                0.89809,                 1.3092,              0.0053272,              0.0053272,              0.0053272
                    238,                 1.7123,                0.90217,                 1.1046,                0.83486,                 0.7947,                0.82191,                0.33321,                 2.1137,                0.90145,                 1.3072,              0.0053074,              0.0053074,              0.0053074
                    239,                 1.7127,                0.91237,                 1.1148,                0.83839,                 0.7947,                0.82305,                0.33539,                 2.1162,                0.90453,                 1.3085,              0.0052876,              0.0052876,              0.0052876
                    240,                 1.7086,                0.89719,                 1.1154,                0.84589,                 0.7876,                0.82423,                0.33641,                 2.1131,                  0.908,                 1.3093,              0.0052678,              0.0052678,              0.0052678
                    241,                 1.7156,                0.90001,                 1.1049,                0.84242,                0.79691,                0.82598,                0.33834,                 2.1149,                0.91011,                 1.3133,               0.005248,               0.005248,               0.005248
                    242,                 1.6933,                0.89714,                 1.1022,                0.83737,                0.79567,                0.81984,                0.33851,                 2.1115,                0.90668,                  1.313,              0.0052282,              0.0052282,              0.0052282
                    243,                 1.6976,                0.88925,                 1.1035,                0.84029,                0.78808,                0.81729,                0.34027,                 2.1103,                0.90249,                 1.3102,              0.0052084,              0.0052084,              0.0052084
                    244,                 1.7029,                0.91058,                 1.1064,                0.83984,                0.78717,                0.82253,                0.34083,                 2.1147,                0.90493,                 1.3125,              0.0051886,              0.0051886,              0.0051886
                    245,                 1.6866,                0.89797,                 1.1015,                0.83485,                0.78587,                0.82226,                0.34027,                 2.1156,                0.89557,                  1.315,              0.0051688,              0.0051688,              0.0051688
                    246,                 1.7021,                 0.8985,                 1.1035,                0.84128,                0.78587,                 0.8182,                0.33861,                 2.1161,                0.89755,                 1.3178,               0.005149,               0.005149,               0.005149
                    247,                 1.6983,                0.89633,                  1.113,                0.83346,                0.78438,                0.81452,                 0.3384,                 2.1149,                 0.8986,                  1.322,              0.0051292,              0.0051292,              0.0051292
                    248,                 1.7021,                0.90632,                 1.1082,                0.83895,                0.77483,                0.81297,                 0.3352,                 2.1178,                 0.9042,                  1.323,              0.0051094,              0.0051094,              0.0051094
                    249,                 1.6834,                0.89013,                  1.101,                0.85265,                0.77925,                 0.8179,                0.33938,                 2.1176,                0.90058,                 1.3239,              0.0050896,              0.0050896,              0.0050896
                    250,                 1.7023,                0.90601,                 1.1074,                0.84686,                0.77704,                0.81638,                0.33933,                   2.11,                0.90248,                 1.3224,              0.0050698,              0.0050698,              0.0050698
                    251,                 1.6936,                 0.9019,                 1.1024,                0.85892,                0.77263,                0.81817,                0.34106,                 2.1119,                0.90578,                 1.3202,                0.00505,                0.00505,                0.00505
                    252,                 1.6967,                0.89182,                 1.0981,                 0.8569,                0.76667,                0.81352,                0.33929,                 2.1105,                0.90024,                 1.3197,              0.0050302,              0.0050302,              0.0050302
                    253,                 1.6831,                0.88732,                 1.1015,                  0.859,                0.76657,                0.81247,                0.33788,                 2.1129,                0.90212,                 1.3202,              0.0050104,              0.0050104,              0.0050104
                    254,                 1.6895,                0.89469,                 1.0998,                0.84747,                0.76821,                0.80947,                0.33665,                 2.1154,                0.90218,                 1.3212,              0.0049906,              0.0049906,              0.0049906
                    255,                 1.6897,                0.89052,                 1.1002,                0.84171,                 0.7638,                0.79997,                0.33371,                 2.1175,                0.89888,                  1.322,              0.0049708,              0.0049708,              0.0049708
                    256,                 1.6766,                 0.8827,                 1.0997,                0.84291,                0.76993,                0.80265,                0.33557,                 2.1216,                0.89771,                 1.3232,               0.004951,               0.004951,               0.004951
                    257,                 1.6632,                0.87918,                 1.0984,                0.83281,                0.78146,                0.79718,                0.33379,                 2.1224,                0.89559,                 1.3257,              0.0049312,              0.0049312,              0.0049312
                    258,                 1.6858,                0.89111,                 1.1043,                0.84009,                0.77263,                0.79781,                0.33444,                 2.1271,                 0.8935,                 1.3274,              0.0049114,              0.0049114,              0.0049114
                    259,                 1.6646,                0.87808,                 1.0956,                0.83855,                0.76821,                0.80021,                0.33477,                 2.1256,                0.89808,                 1.3268,              0.0048916,              0.0048916,              0.0048916
                    260,                 1.6722,                0.88253,                  1.096,                0.84002,                0.77042,                0.79651,                0.33435,                 2.1248,                0.89791,                 1.3256,              0.0048718,              0.0048718,              0.0048718
                    261,                 1.6738,                0.88307,                 1.0944,                0.84627,                0.77263,                0.79817,                0.33475,                 2.1257,                0.89648,                  1.328,               0.004852,               0.004852,               0.004852
                    262,                 1.6744,                0.87516,                 1.0998,                0.84834,                0.77792,                0.80171,                0.33776,                 2.1217,                 0.8928,                 1.3286,              0.0048322,              0.0048322,              0.0048322
                    263,                 1.6824,                0.88464,                 1.0967,                0.85075,                0.78366,                0.81328,                 0.3399,                 2.1234,                0.89402,                 1.3283,              0.0048124,              0.0048124,              0.0048124
                    264,                 1.6583,                0.87252,                 1.0899,                0.84833,                0.78366,                 0.8119,                 0.3386,                 2.1264,                0.89466,                 1.3286,              0.0047926,              0.0047926,              0.0047926
                    265,                 1.6681,                0.88062,                 1.0939,                0.84072,                0.78066,                0.81451,                0.33825,                 2.1273,                0.89616,                 1.3267,              0.0047728,              0.0047728,              0.0047728
                    266,                 1.6632,                0.88125,                 1.0957,                0.84837,                0.79049,                 0.8209,                0.34006,                 2.1254,                0.89669,                 1.3251,               0.004753,               0.004753,               0.004753
                    267,                 1.6676,                0.87872,                 1.0939,                0.84459,                0.78587,                0.81776,                0.34231,                 2.1206,                 0.8948,                 1.3204,              0.0047332,              0.0047332,              0.0047332
                    268,                 1.6697,                0.87671,                 1.0917,                0.85004,                0.77704,                0.81597,                0.33821,                  2.116,                0.89412,                 1.3184,              0.0047134,              0.0047134,              0.0047134
                    269,                 1.6594,                0.87281,                 1.0891,                0.85107,                0.77925,                0.81602,                0.33701,                 2.1209,                0.89704,                  1.324,              0.0046936,              0.0046936,              0.0046936
                    270,                 1.6677,                0.88187,                 1.0971,                0.84894,                0.78159,                0.81033,                0.33674,                 2.1212,                0.89907,                 1.3265,              0.0046738,              0.0046738,              0.0046738
                    271,                 1.6401,                0.86765,                 1.0863,                0.85135,                0.78146,                0.81188,                0.33761,                 2.1173,                0.89902,                 1.3218,               0.004654,               0.004654,               0.004654
                    272,                 1.6608,                0.87395,                 1.0953,                0.84727,                0.78375,                0.81333,                0.33631,                 2.1212,                0.89629,                 1.3233,              0.0046342,              0.0046342,              0.0046342
                    273,                 1.6533,                0.86803,                  1.094,                0.83921,                0.78587,                0.80846,                0.33568,                 2.1199,                0.89555,                 1.3217,              0.0046144,              0.0046144,              0.0046144
                    274,                 1.6612,                0.87276,                 1.0906,                0.83922,                0.78808,                0.81131,                0.33458,                 2.1218,                0.89311,                 1.3222,              0.0045946,              0.0045946,              0.0045946
                    275,                 1.6533,                0.86337,                  1.085,                 0.8407,                0.77483,                0.80986,                0.33654,                 2.1204,                0.89214,                 1.3231,              0.0045748,              0.0045748,              0.0045748
                    276,                 1.6506,                 0.8659,                 1.0902,                0.84169,                0.77925,                0.81314,                0.33678,                 2.1236,                 0.8927,                 1.3235,               0.004555,               0.004555,               0.004555
                    277,                 1.6732,                0.87781,                 1.0904,                0.83132,                0.78587,                0.81108,                0.33528,                 2.1265,                0.89192,                 1.3261,              0.0045352,              0.0045352,              0.0045352
                    278,                 1.6638,                0.87768,                 1.0908,                0.83679,                0.78587,                0.81997,                0.33657,                 2.1319,                 0.8915,                 1.3281,              0.0045154,              0.0045154,              0.0045154
                    279,                  1.666,                0.87213,                 1.0978,                0.83945,                0.78485,                0.82473,                0.33663,                 2.1325,                0.89134,                  1.332,              0.0044956,              0.0044956,              0.0044956
                    280,                 1.6284,                0.85051,                 1.0793,                0.83757,                 0.7854,                0.81716,                0.33803,                 2.1317,                0.89193,                 1.3322,              0.0044758,              0.0044758,              0.0044758
                    281,                 1.6522,                0.85867,                 1.0881,                0.84649,                0.79029,                0.82651,                0.33679,                 2.1336,                0.89597,                 1.3316,               0.004456,               0.004456,               0.004456
                    282,                 1.6428,                0.85593,                 1.0835,                0.84821,                0.78808,                0.82416,                0.33658,                 2.1303,                0.89896,                 1.3275,              0.0044362,              0.0044362,              0.0044362
                    283,                 1.6416,                0.85699,                 1.0864,                0.84591,                 0.7877,                0.82177,                0.33426,                 2.1331,                 0.8996,                 1.3277,              0.0044164,              0.0044164,              0.0044164
                    284,                 1.6408,                0.86031,                  1.091,                0.85413,                0.78146,                0.82443,                0.33438,                 2.1308,                0.89726,                 1.3264,              0.0043966,              0.0043966,              0.0043966
                    285,                  1.632,                0.84953,                 1.0822,                 0.8596,                0.77925,                0.82379,                0.33438,                 2.1298,                0.89569,                 1.3257,              0.0043768,              0.0043768,              0.0043768
                    286,                  1.639,                0.85781,                 1.0901,                0.84981,                0.78366,                0.82343,                0.33458,                 2.1318,                0.89072,                 1.3285,               0.004357,               0.004357,               0.004357
                    287,                 1.6292,                0.85102,                 1.0801,                0.84939,                0.78431,                0.82344,                0.33593,                 2.1293,                0.89018,                 1.3269,              0.0043372,              0.0043372,              0.0043372
                    288,                 1.6384,                0.85567,                 1.0854,                  0.852,                0.78788,                0.82271,                0.33637,                 2.1285,                0.89313,                 1.3258,              0.0043174,              0.0043174,              0.0043174
                    289,                 1.6464,                0.85981,                 1.0876,                0.84602,                0.78838,                0.82227,                0.33584,                  2.129,                0.89516,                 1.3256,              0.0042976,              0.0042976,              0.0042976
                    290,                 1.6395,                0.85529,                 1.0846,                0.84628,                0.78992,                0.82344,                0.33599,                 2.1282,                0.89269,                 1.3268,              0.0042778,              0.0042778,              0.0042778
                    291,                 1.6338,                0.85609,                 1.0859,                0.85251,                0.77837,                0.81823,                0.33583,                 2.1289,                0.89409,                  1.327,               0.004258,               0.004258,               0.004258
                    292,                 1.6395,                0.85704,                 1.0857,                0.84905,                0.77704,                0.81535,                0.33494,                 2.1305,                0.89624,                 1.3276,              0.0042382,              0.0042382,              0.0042382
                    293,                 1.6259,                0.84228,                 1.0795,                0.83914,                0.78146,                 0.8163,                0.33549,                 2.1281,                0.89506,                 1.3267,              0.0042184,              0.0042184,              0.0042184
                    294,                 1.6269,                0.85654,                 1.0749,                0.84273,                0.77925,                0.81486,                0.33585,                 2.1292,                0.89603,                  1.327,              0.0041986,              0.0041986,              0.0041986
                    295,                 1.6409,                0.85963,                 1.0861,                0.83895,                0.78197,                0.81531,                0.33484,                 2.1293,                0.89962,                 1.3285,              0.0041788,              0.0041788,              0.0041788
                    296,                 1.6422,                0.85371,                 1.0785,                0.83638,                0.77863,                0.81312,                0.33368,                 2.1338,                0.89799,                 1.3324,               0.004159,               0.004159,               0.004159
                    297,                 1.6289,                0.85438,                 1.0804,                0.83799,                0.77704,                0.81567,                0.33408,                 2.1351,                0.90183,                 1.3342,              0.0041392,              0.0041392,              0.0041392
                    298,                 1.6052,                0.83632,                 1.0758,                0.84809,                0.77263,                0.81452,                0.33434,                 2.1339,                0.89978,                  1.333,              0.0041194,              0.0041194,              0.0041194
                    299,                 1.5965,                0.82755,                 1.0755,                0.85517,                0.77925,                0.81669,                0.33545,                 2.1341,                0.90006,                 1.3352,              0.0040996,              0.0040996,              0.0040996
                    300,                  1.625,                0.85509,                 1.0768,                0.84485,                0.78136,                0.81605,                0.33616,                 2.1338,                0.89722,                 1.3371,              0.0040798,              0.0040798,              0.0040798
                    301,                   1.62,                 0.8513,                 1.0801,                0.84182,                0.77704,                0.81586,                0.33583,                 2.1354,                0.89551,                 1.3385,                0.00406,                0.00406,                0.00406
                    302,                 1.6192,                0.84115,                 1.0786,                0.84259,                0.77987,                0.81779,                0.33609,                 2.1362,                0.89276,                 1.3398,              0.0040402,              0.0040402,              0.0040402
                    303,                 1.6252,                0.84673,                 1.0817,                 0.8474,                0.78146,                0.82177,                0.33593,                 2.1403,                0.89503,                 1.3413,              0.0040204,              0.0040204,              0.0040204
                    304,                 1.6045,                 0.8315,                 1.0741,                0.84963,                0.78146,                0.81942,                0.33708,                 2.1407,                 0.8951,                 1.3413,              0.0040006,              0.0040006,              0.0040006
